frequency_hz,z_real_ohm,z_imag_ohm,z_magnitude_ohm,phase_deg,working_electrode_area_cm2,dc_bias_V_vs_ref,temperature_C,pH,fe2_concentration_M,electrolyte_id,reference_electrode,notes
528.3133271435984,10.422372568915103,-4.8005088694167295,11.474786942275777,24.730634397722838,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
435.0650703075626,11.256777616951457,-5.37731440087647,12.475197492760296,25.533606116033305,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
358.2752992908636,12.25016963246448,-5.8512474308666675,13.575851815682828,25.53129804300791,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
295.0390616079906,13.486425515350794,-5.988434934648356,14.75618602985276,23.942860602760835,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
242.9641341360079,14.455790927552924,-6.063453629558061,15.675948496308676,22.755519134039616,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
200.08052545562063,15.56888200292486,-5.815966678985651,16.61973390978535,20.483855040038808,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
164.76595119256484,16.557398678582985,-5.466274516807349,17.436387472599908,18.270169850290888,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
135.68446309589626,17.54889076713403,-4.832637454986533,18.20214141050829,15.396563483514159,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
111.7359101948509,18.295411834619415,-4.450793361937758,18.82901101356631,13.672957142255488,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
92.01432015283851,18.718309191744865,-3.969184160313174,19.134511279262956,11.972130362354665,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
75.77362638765365,19.053316347256715,-3.326376705401902,19.341500609179224,9.903036908384934,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
62.3994444168982,19.35365093585864,-2.84523577212975,19.561676082229475,8.363308908059993,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
51.385829729432075,19.718864221381487,-2.314862428027437,19.854273954037502,6.695495234924334,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
42.31613793450885,19.89016043142665,-2.0095630875255672,19.991418803842706,5.769189109510602,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
34.84726312917259,19.99103134561203,-1.7576725462022424,20.06815255674811,5.02469880012068,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
28.696658222287912,19.961992979240083,-1.3988801982465964,20.01094774148083,4.008573508655673,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
23.6316461948315,20.125271368175923,-1.463757096132091,20.178432359308754,4.159928313819315,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
19.460617942055624,20.174248429326155,-1.2464176194256673,20.212715220132687,3.5353887771336816,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
16.02578371241386,20.237463727477177,-1.1475471880776442,20.269972932143233,3.2454302448375474,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
13.197203930613757,20.352269314874277,-0.9945926227406577,20.376557136827195,2.7977548656928333,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
10.867873591186378,20.333300635536553,-1.021523775932832,20.358944608203718,2.876062034509665,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
8.949674265472478,20.42638825550823,-0.7652516383125195,20.440717874739736,2.145518471651108,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
7.370040586690031,20.412124647581106,-0.8200657678459319,20.42859125079311,2.30064498616179,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
6.069215106410441,20.48525548398347,-0.9321539569395118,20.506452722094885,2.6053700493748844,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
4.997987673826904,20.574243357272152,-0.8851269668708226,20.593274131903826,2.4634095111191354,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
4.115833818666487,20.417460683818785,-0.761648804309389,20.43166194112441,2.1363595164037057,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
3.3893817128820403,20.59730236002161,-0.7331255056525856,20.610345400239904,2.0384840506967343,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
2.791149716375388,20.65011350698154,-0.6506070448595523,20.660360049574216,1.8045765641624116,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
2.2985067481815196,20.70734117976256,-0.6039242137176619,20.71614595408627,1.6705429535647025,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
1.8928161540172441,20.82713620438907,-0.9245405136425822,20.847646812950867,2.5417568081284823,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
1.5587306827544276,21.102697698243535,-1.1440429432603176,21.133686010714666,3.10314485947196,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
1.2836119008195788,20.95365157818134,-1.3492330234073282,20.99704608299163,3.6842638307091455,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
1.0570520810009836,21.256241453508295,-1.1927482881475455,21.2896794059639,3.211661505388263,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.8704804787452367,21.093938904689825,-1.417165113958863,21.14149037970145,3.8435564306392873,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.7168391013988566,21.36899844734665,-1.4981664263914787,21.42145180149726,4.010407196457155,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.5903157047646005,21.56738792459122,-1.6574603848654599,21.63098233592736,4.394560452824753,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.48612391624802365,21.773144029564005,-1.7601478548443474,21.844173626004988,4.621758464412788,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.4003221666659726,21.963061544567605,-1.7982996951679577,22.036559491084482,4.680843479888291,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.3296645809180352,22.16633458282794,-2.0871338772750887,22.264377751456323,5.378987296718746,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.2714781867239066,22.25231706034357,-2.331764026709276,22.374153347787555,5.982048451390967,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.2235617962404783,22.473648632746258,-2.6629963124882554,22.630873430525472,6.7577053070557005,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.18410273525621632,22.88303591427401,-2.9937541306443998,23.078039267856024,7.453589958009256,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.15160826983319625,23.04707638312065,-3.140720022678498,23.260091402878263,7.760130606244306,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.12484913627071785,23.232376654154766,-3.40236899999636,23.480192499480314,8.331708210436574,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.10281303813237812,23.592649328334836,-3.5277618954714547,23.854940920507822,8.504315802558086,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.08466635113189061,23.997189995390098,-4.103684546283384,24.345540752471607,9.704105434872693,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.06972258717575135,24.591295858897514,-4.415530879711509,24.984570137777354,10.179367333170394,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.05741642455935722,25.009830621348012,-5.063129869414706,25.51718855562023,11.444601466159694,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.04728232188043205,25.591252589978122,-5.662716021277712,26.210275882975694,12.477104248492058,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.038936906635375676,26.00542912247191,-6.197949533006589,26.73381608109113,13.405383966044601,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.03206447226017888,26.703023760399816,-6.786543221944335,27.551926372792806,14.25975359345442,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.026405034969821852,27.451529423125404,-7.066340463556857,28.34642191204422,14.435211801606481,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.021744498587098333,28.068779969580817,-8.238766781841466,29.252926128275025,16.358053649525377,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.017906555296923792,29.01094361943442,-8.81888255187946,30.321733775525548,16.90846854501616,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.01474601593214192,29.749799332639068,-9.999546677547164,31.385370701789338,18.578602662794534,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.012143317475937917,30.799539948459536,-10.709982704817214,32.608517147736706,19.17419405781003,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
0.01,31.90131487286792,-11.903923507865724,34.04992342868016,20.462977505676623,1.0,-0.7,60.0,3.0,1.0,FE-SO4-SYNTHETIC,Ag/AgCl,Synthetic Randles spectrum; imaginary part negative for the capacitive semicircle
