timestamp_s,current_A,cell_voltage_V,working_electrode_area_cm2,temperature_C,pH,fe2_concentration_M,electrolyte_id,current_sign_convention,notes
0.0,-1.5,2.62,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
600.0,-1.5,2.60441154273188,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
630.0,-1.5009270509831247,2.6028809827066874,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
660.0,-1.5017633557568777,2.6020986058833713,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
690.0,-1.5024270509831248,2.6020986058833713,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
720.0,-1.5028531695488854,2.6028809827066874,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
750.0,-1.5030000000000001,2.60441154273188,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
780.0,-1.5028531695488854,2.606623393141407,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
810.0,-1.5024270509831248,2.6094198654587357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
840.0,-1.5017633557568777,2.6126787404246357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
870.0,-1.5009270509831247,2.6162575895652807,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
900.0,-1.5,2.62,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
930.0,-1.499072949016875,2.6237424104347196,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
960.0,-1.4982366442431225,2.6273212595753646,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
990.0,-1.4975729490168752,2.6305801345412645,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1020.0,-1.4971468304511144,2.6333766068585933,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1050.0,-1.4969999999999999,2.63558845726812,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1080.0,-1.4971468304511144,2.6371190172933128,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1110.0,-1.4975729490168752,2.637901394116629,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1140.0,-1.4982366442431225,2.637901394116629,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1170.0,-1.499072949016875,2.6371190172933128,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1200.0,-1.5,2.63558845726812,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1230.0,-1.5009270509831247,2.6333766068585933,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1260.0,-1.5017633557568777,2.6305801345412645,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1290.0,-1.5024270509831248,2.6273212595753646,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1320.0,-1.5028531695488854,2.62374241043472,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1350.0,-1.5030000000000001,2.62,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1380.0,-1.5028531695488854,2.61625758956528,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1410.0,-1.5024270509831248,2.6126787404246357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1440.0,-1.5017633557568777,2.6094198654587357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1470.0,-1.5009270509831247,2.606623393141407,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1500.0,-1.5,2.60441154273188,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1530.0,-1.499072949016875,2.6028809827066874,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1560.0,-1.4982366442431225,2.6020986058833713,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1590.0,-1.4975729490168752,2.6020986058833713,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1620.0,-1.4971468304511144,2.6028809827066874,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1650.0,-1.4969999999999999,2.60441154273188,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1680.0,-1.4971468304511144,2.606623393141407,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1710.0,-1.4975729490168752,2.6094198654587357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1740.0,-1.4982366442431225,2.6126787404246357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1770.0,-1.499072949016875,2.6162575895652807,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1800.0,-1.5,2.62,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1830.0,-1.5009270509831247,2.6237424104347196,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1860.0,-1.5017633557568777,2.6273212595753646,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1890.0,-1.5024270509831248,2.6305801345412645,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1920.0,-1.5028531695488854,2.6333766068585933,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1950.0,-1.5030000000000001,2.63558845726812,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
1980.0,-1.5028531695488854,2.6371190172933128,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2010.0,-1.5024270509831248,2.637901394116629,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2040.0,-1.5017633557568777,2.637901394116629,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2070.0,-1.5009270509831247,2.6371190172933128,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2100.0,-1.5,2.63558845726812,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2130.0,-1.499072949016875,2.6333766068585933,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2160.0,-1.4982366442431225,2.6305801345412645,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2190.0,-1.4975729490168752,2.6273212595753646,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2220.0,-1.4971468304511144,2.6237424104347196,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2250.0,-1.4969999999999999,2.62,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2280.0,-1.4971468304511144,2.6162575895652807,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2310.0,-1.4975729490168752,2.6126787404246357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2340.0,-1.4982366442431225,2.6094198654587357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2370.0,-1.499072949016875,2.606623393141407,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2400.0,-1.5,2.60441154273188,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2430.0,-1.5009270509831247,2.6028809827066874,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2460.0,-1.5017633557568777,2.6020986058833713,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2490.0,-1.5024270509831248,2.6020986058833713,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2520.0,-1.5028531695488854,2.6028809827066874,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2550.0,-1.5030000000000001,2.60441154273188,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2580.0,-1.5028531695488854,2.606623393141407,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2610.0,-1.5024270509831248,2.6094198654587357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2640.0,-1.5017633557568777,2.6126787404246357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2670.0,-1.5009270509831247,2.61625758956528,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2700.0,-1.5,2.62,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2730.0,-1.499072949016875,2.6237424104347196,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2760.0,-1.4982366442431225,2.6273212595753646,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2790.0,-1.4975729490168752,2.6305801345412645,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2820.0,-1.4971468304511144,2.6333766068585933,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2850.0,-1.4969999999999999,2.63558845726812,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2880.0,-1.4971468304511144,2.6371190172933128,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2910.0,-1.4975729490168752,2.637901394116629,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2940.0,-1.4982366442431225,2.637901394116629,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
2970.0,-1.499072949016875,2.6371190172933128,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3000.0,-1.5,2.63558845726812,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3030.0,-1.5009270509831247,2.6333766068585933,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3060.0,-1.5017633557568772,2.6305801345412645,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3090.0,-1.5024270509831248,2.6273212595753646,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3120.0,-1.5028531695488854,2.62374241043472,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3150.0,-1.5030000000000001,2.62,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3180.0,-1.5028531695488854,2.6162575895652807,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3210.0,-1.5024270509831248,2.6126787404246357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3240.0,-1.5017633557568777,2.6094198654587357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3270.0,-1.5009270509831247,2.606623393141407,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3300.0,-1.5,2.60441154273188,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3330.0,-1.499072949016875,2.6028809827066874,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3360.0,-1.4982366442431225,2.6020986058833713,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3390.0,-1.4975729490168752,2.6020986058833713,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3420.0,-1.4971468304511144,2.6028809827066874,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3450.0,-1.4969999999999999,2.60441154273188,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3480.0,-1.4971468304511144,2.606623393141407,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3510.0,-1.4975729490168752,2.6094198654587357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3540.0,-1.4982366442431225,2.6126787404246357,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3570.0,-1.499072949016875,2.6162575895652807,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
3600.0,-1.5,2.62,50.0,60.0,3.0,1.0,FE-SO4-SYNTHETIC,cathodic_negative,Synthetic 1 h galvanostatic Hull-panel example; not wet-lab data
