time_hr,fe_M,ligand_M,chloride_M,impurity_M,precipitated_fe_mol,coating_remaining_fraction,anode_overpotential_V,cell_voltage_V,specific_energy_kWh_t,cer_fraction,quality_flags
42.0,0.633785500631289,1.41119611530518,0.0,0.00020051161817095803,0.0,0.9937789366794539,0.34285667108182727,1.5030623479436664,1518.6506700966952,0.0,
44.0,0.6229882783730575,1.4144660314699118,0.0,0.00020052670237737997,0.0,0.9934826955689517,0.3428728738986253,1.5030785507604645,1518.6670409535807,0.0,
46.0,0.6126229450051551,1.4176044970048214,0.0,0.00020054118321554502,0.0,0.9931864544584496,0.34288908019071695,1.5030947570525561,1518.683415321802,0.0,
48.0,0.6026722249719689,1.4206167962252276,0.0,0.00020055508482018348,0.0,0.9928902133479474,0.3429052899601752,1.5031109668220144,1518.6997932034537,0.0,
50.0,0.5931195337401102,1.4235080010169734,0.0,0.0002005684303606364,0.0,0.9925939722374452,0.3429215032090752,1.5031271800709145,1518.7161746006325,0.0,
52.0,0.5839489501575257,1.4262829793760912,0.0,0.0002005812420794712,0.0,0.992297731126943,0.3429377199394937,1.5031433968013328,1518.7325595154368,0.0,
54.0,0.5751451899182446,1.4289464036051722,0.0,0.00020059354132955263,0.0,0.9920014900164408,0.3429539401541091,1.5031596170159482,1518.7489479505732,0.0,
56.0,0.5666935800885348,1.4315027581802442,0.0,0.0002006053486096308,0.0,0.9917052489059386,0.3429701638586905,1.5031758407205296,1518.7653399118697,0.0,
58.0,0.5585800346520133,1.4339563473013983,0.0,0.00020061668359850582,0.0,0.9914090077954364,0.34298639105107737,1.5031920679129165,1518.781735397144,0.0,
60.0,0.5507910310329528,1.4363113021398821,0.0,0.00020062756518782586,0.0,0.9911127666849342,0.34300262173335455,1.5032082985951938,1518.7981344085026,0.0,
62.0,0.5433135875586547,1.438571587793859,0.0,0.00020063801151357308,0.0,0.990816525574432,0.34301885590760856,1.5032245327694478,1518.8145369480533,0.0,
64.0,0.5361352418233284,1.440741009964546,0.0,0.00020064803998629042,0.0,0.9905202844639298,0.3430350935759278,1.503240770437767,1518.8309430179063,0.0,
66.0,0.5292440299174153,1.4428232213639711,0.0,0.00020065766732009905,0.0,0.9902240433534276,0.3430513347404026,1.5032570116022417,1518.8473526201735,0.0,
68.0,0.5226284664877386,1.4448217278651394,0.0,0.00020066690956055535,0.0,0.9899278022429254,0.34306757940312516,1.5032732562649642,1518.8637657569693,0.0,
70.0,0.5162775255952491,1.4467398944049608,0.0,0.0002006757821113934,0.0,0.9896315611324232,0.34308382756618944,1.5032895044280286,1518.8801824304087,0.0,
72.0,0.5101806223384591,1.4485809506498812,0.0,0.00020068429976019794,0.0,0.989335320021921,0.34310007923169145,1.5033057560935306,1518.89660264261,0.0,
74.0,0.5043275952119407,1.450347996433756,0.0,0.00020069247670305028,0.0,0.9890390789114188,0.343116334401729,1.5033220112635681,1518.9130263956924,0.0,
76.0,0.49870868917048305,1.452044006977119,0.0,0.00020070032656818853,0.0,0.9887428378009167,0.3431325930784018,1.503338269940241,1518.9294536917773,0.0,
78.0,0.4933145393706837,1.453671837896639,0.0,0.00020070786243872124,0.0,0.9884465966904145,0.34314885526381134,1.5033545321256505,1518.9458845329884,0.0,
80.0,0.4881361555628763,1.455234230013194,0.0,0.00020071509687443265,0.0,0.9881503555799123,0.3431651209600612,1.5033707978219004,1518.9623189214512,0.0,
82.0,0.48316490710738125,1.4567338139666635,0.0,0.0002007220419327156,0.0,0.9878541144694101,0.3431813901692567,1.5033870670310958,1518.9787568592922,0.0,
84.0,0.47839250859010596,1.4581731146452035,0.0,0.00020072870918866724,0.0,0.9875578733589079,0.3431976628935052,1.5034033397553443,1518.995198348641,0.0,
86.0,0.47381100601352166,1.4595545554364664,0.0,0.0002007351097543808,0.0,0.9872616322484057,0.34321393913491566,1.5034196159967548,1519.011643391628,0.0,
88.0,0.4694127635400008,1.4608804623079203,0.0,0.00020074125429746584,0.0,0.9869653911379035,0.34323021889559935,1.5034358957574385,1519.0280919903873,0.0,
90.0,0.4651904507654207,1.462153067723142,0.0,0.00020074715305882747,0.0,0.9866691500274013,0.3432465021776691,1.5034521790395083,1519.0445441470533,0.0,
92.0,0.46113703050182386,1.4633745144006718,0.0,0.00020075281586973462,0.0,0.9863729089168991,0.34326278898323986,1.503468465845079,1519.0609998637622,0.0,
94.0,0.45724574704877086,1.4645468589217647,0.0,0.0002007582521682055,0.0,0.9860766678063969,0.3432790793144283,1.5034847561762674,1519.0774591426527,0.0,
96.0,0.45351011493383997,1.4656720751931098,0.0,0.00020076347101473754,0.0,0.9857804266958947,0.34329537317335324,1.5035010500351924,1519.0939219858667,0.0,
98.0,0.44992390810350635,1.4667520577703468,0.0,0.0002007684811074083,0.0,0.9854841855853925,0.3433116705621352,1.5035173474239742,1519.110388395546,0.0,
100.0,0.44648114954638607,1.4677886250479788,0.0,0.0002007732907963722,0.0,0.9851879444748903,0.3433279714828966,1.503533648344736,1519.1268583738351,0.0,
102.0,0.4431761013315506,1.4687835223210501,0.0,0.00020077790809777758,0.0,0.9848917033643881,0.34334427593776196,1.5035499527996012,1519.1433319228804,0.0,
104.0,0.44000325504530857,1.469738424723744,0.0,0.00020078234070712673,0.0,0.984595462253886,0.34336058392885754,1.5035662607906968,1519.1598090448301,0.0,
106.0,0.4369573226105162,1.4706549400498494,0.0,0.00020078659601210192,0.0,0.9842992211433838,0.3433768954583117,1.5035825723201508,1519.1762897418348,0.0,
108.0,0.4340332274731155,1.4715346114598455,0.0,0.0002007906811048781,0.0,0.9840029800328816,0.3433932105282545,1.5035988873900936,1519.192774016047,0.0,
110.0,0.4312260961412109,1.4723789200791597,0.0,0.00020079460279394322,0.0,0.9837067389223794,0.3434095291408181,1.5036152060026573,1519.2092618696201,0.0,
112.0,0.4285312500625824,1.4731892874919774,0.0,0.00020079836761544576,0.0,0.9834104978118772,0.3434258512981365,1.5036315281599757,1519.2257533047116,0.0,
114.0,0.4259441978270991,1.4739670781348,0.0,0.0002008019818440882,0.0,0.983114256701375,0.34344217700234575,1.5036478538641849,1519.2422483234784,0.0,
116.0,0.4234606276810351,1.474713601593781,0.0,0.00020080545150358493,0.0,0.9828180155908728,0.3434585062555836,1.503664183117423,1519.258746928081,0.0,
118.0,0.4210764003408137,1.4754301148097109,0.0,0.0002008087823767018,0.0,0.9825217744803706,0.34347483905999,1.5036805159218292,1519.2752491206816,0.0,
120.0,0.4187875420942011,1.4761178241943604,0.0,0.00020081198001489398,0.0,0.9822255333698684,0.3434911754177065,1.5036968522795457,1519.2917549034437,0.0,
122.0,0.41659023817745305,1.4767778876617472,0.0,0.0002008150497475585,0.0,0.9819292922593662,0.34350751533087703,1.5037131921927163,1519.3082642785337,0.0,
124.0,0.4144808264173749,1.477411416577745,0.0,0.00020081799669091643,0.0,0.981633051148864,0.34352385880164704,1.503729535663486,1519.3247772481188,0.0,
126.0,0.41245579112769987,1.4780194776313196,0.0,0.00020082082575654004,0.0,0.9813368100383618,0.34354020583216427,1.5037458826940033,1519.34129381437,0.0,
128.0,0.41051175724961186,1.4786030946305406,0.0,0.0002008235416595387,0.0,0.9810405689278596,0.3435565564245781,1.5037622332864173,1519.3578139794581,0.0,
130.0,0.40864548472664736,1.479163250226393,0.0,0.00020082614892641743,0.0,0.9807443278173574,0.3435729105810401,1.5037785874428793,1519.3743377455573,0.0,
132.0,0.4068538631046014,1.479700887567292,0.0,0.00020082865190262098,0.0,0.9804480867068552,0.3435892683037036,1.5037949451655428,1519.390865114843,0.0,
134.0,0.40513390634743734,1.4802169118870867,0.0,0.0002008310547597764,0.0,0.980151845596353,0.34360562959472407,1.5038113064565632,1519.4073960894937,0.0,
136.0,0.4034827478605598,1.4807121920292259,0.0,0.0002008333615026456,0.0,0.9798556044858509,0.3436219944562588,1.503827671318098,1519.4239306716881,0.0,
138.0,0.4018976357131574,1.481187561909651,0.0,0.00020083557597580002,0.0,0.9795593633753487,0.34363836289046706,1.5038440397523063,1519.4404688636089,0.0,
140.0,0.40037592805165106,1.4816438219208832,0.0,0.00020083770187002829,0.0,0.9792631222648465,0.3436547348995101,1.5038604117613492,1519.4570106674387,0.0,
142.0,0.39891508869660497,1.4820817402796638,0.0,0.0002008397427284874,0.0,0.9789668811543443,0.34367111048555105,1.5038767873473902,1519.4735560853637,0.0,
144.0,0.39751268291576075,1.4825020543204213,0.0,0.00020084170195260818,0.0,0.9786706400438421,0.34368748965075524,1.5038931665125943,1519.490105119572,0.0,
146.0,0.3961663733661503,1.4829054717367403,0.0,0.0002008435828077641,0.0,0.9783743989333399,0.3437038723972896,1.5039095492591288,1519.5066577722523,0.0,
148.0,0.39487391619852424,1.4832926717729233,0.0,0.0002008453884287138,0.0,0.9780781578228377,0.3437202587273234,1.5039259355891625,1519.5232140455967,0.0,
150.0,0.39363315731760323,1.4836643063676518,0.0,0.0002008471218248255,0.0,0.9777819167123355,0.3437366486430277,1.503942325504867,1519.5397739417988,0.0,
152.0,0.3924420287919191,1.4840210012516721,0.0,0.00020084878588509273,0.0,0.9774856756018333,0.3437530421465755,1.5039587190084147,1519.5563374630542,0.0,
154.0,0.3912985454072623,1.484363357001355,0.0,0.00020085038338294928,0.0,0.9771894344913311,0.3437694392401418,1.503975116101981,1519.57290461156,0.0,
156.0,0.39020080135799173,1.4846919500499005,0.0,0.00020085191698089157,0.0,0.9768931933808289,0.34378583992590367,1.503991516787743,1519.5894753895163,0.0,
158.0,0.389146967070692,1.4850073336578946,0.0,0.00020085338923491616,0.0,0.9765969522703267,0.3438022442060401,1.5040079210678792,1519.6060497991245,0.0,
160.0,0.3881352861548843,1.4853100388448472,0.0,0.00020085480259877977,0.0,0.9763007111598245,0.343818652082732,1.5040243289445712,1519.6226278425886,0.0,
162.0,0.3871640724757089,1.4856005752832844,0.0,0.00020085615942808883,0.0,0.9760044700493223,0.34383506355816235,1.5040407404200016,1519.6392095221133,0.0,
164.0,0.3862317073437005,1.4858794321568964,0.0,0.00020085746198422554,0.0,0.9757082289388201,0.34385147863451604,1.504057155496355,1519.6557948399068,0.0,
166.0,0.38533663681697244,1.4861470789841893,0.0,0.00020085871243811677,0.0,0.975411987828318,0.34386789731398004,1.504073574175819,1519.672383798179,0.0,
168.0,0.3844773691113135,1.486403966409025,0.0,0.00020085991287385237,0.0,0.9751157467178158,0.3438843195987433,1.5040899964605825,1519.6889763991408,0.0,
170.0,0.3836524721138809,1.4866505269593822,0.0,0.00020086106529215852,0.0,0.9748195056073136,0.34390074549099675,1.504106422352836,1519.7055726450062,0.0,
172.0,0.38286057099634563,1.486887175775615,0.0,0.00020086217161373245,0.0,0.9745232644968114,0.34391717499293323,1.5041228518547725,1519.722172537991,0.0,
174.0,0.3821003459235118,1.4871143113094354,0.0,0.00020086323368244342,0.0,0.9742270233863092,0.3439336081067477,1.5041392849685868,1519.7387760803124,0.0,
176.0,0.38137052985359127,1.487332315994796,0.0,0.00020086425326840596,0.0,0.973930782275807,0.34395004483463715,1.5041557216964763,1519.755383274191,0.0,
178.0,0.3806699064264676,1.4875415568918051,0.0,0.00020086523207093,0.0,0.9736345411653048,0.34396648517880046,1.5041721620406396,1519.7719941218475,0.0,
180.0,0.37999730793642883,1.4877423863047545,0.0,0.00020086617172135305,0.0,0.9733383000548026,0.34398292914143846,1.5041886060032776,1519.7886086255064,0.0,
182.0,0.37935161338599166,1.4879351423753033,0.0,0.00020086707378575919,0.0,0.9730420589443004,0.3439993767247542,1.5042050535865934,1519.805226787393,0.0,
184.0,0.378731746617572,1.4881201496518162,0.0,0.00020086793976758908,0.0,0.9727458178337982,0.34401582793095264,1.5042215047927918,1519.8218486097358,0.0,
186.0,0.3781366745198891,1.4882977196358131,0.0,0.00020086877111014578,0.0,0.972449576723296,0.3440322827622407,1.5042379596240798,1519.8384740947636,0.0,
188.0,0.3775654053061135,1.4884681513064535,0.0,0.00020086956919900022,0.0,0.9721533356127938,0.3440487412208274,1.5042544180826665,1519.8551032447087,0.0,
190.0,0.3770169868608889,1.4886317316239341,0.0,0.00020087033536430048,0.0,0.9718570945022916,0.3440652033089237,1.504270880170763,1519.871736061806,0.0,
192.0,0.3764905051534733,1.488788736012652,0.0,0.00020087107088298872,0.0,0.9715608533917894,0.3440816690287427,1.5042873458905819,1519.8883725482904,0.0,
194.0,0.3759850827143544,1.4889394288249433,0.0,0.00020087177698092945,0.0,0.9712646122812872,0.3440981383824994,1.5043038152443386,1519.9050127064002,0.0,
196.0,0.37549987717280014,1.4890840637861806,0.0,0.00020087245483495252,0.0,0.970968371170785,0.3441146113724109,1.5043202882342501,1519.9216565383758,0.0,
198.0,0.3750340798529081,1.4892228844219761,0.0,0.0002008731055748147,0.0,0.9706721300602829,0.3441310880006963,1.5043367648625354,1519.9383040464584,0.0,
200.0,0.3745869144258117,1.4893561244682127,0.0,0.00020087373028508237,0.0,0.9703758889497807,0.34414756826957676,1.5043532451314159,1519.9549552328933,0.0,
202.0,0.37415763561579923,1.4894840082645906,0.0,0.00020087433000693934,0.0,0.9700796478392785,0.34416405218127544,1.5043697290431146,1519.971610099926,0.0,
204.0,0.3737455279581872,1.489606751132354,0.0,0.00020087490573992203,0.0,0.9697834067287763,0.3441805397380176,1.5043862165998567,1519.9882686498054,0.0,
206.0,0.37334990460687967,1.4897245597368334,0.0,0.0002008754584435854,0.0,0.9694871656182741,0.34419703094203036,1.5044027078038695,1520.004930884781,0.0,
208.0,0.37297010618962445,1.4898376324354126,0.0,0.00020087598903910226,0.0,0.9691909245077719,0.3442135257955432,1.5044192026573824,1520.021596807106,0.0,
210.0,0.37260549970905943,1.489946159611509,0.0,0.00020087649841079842,0.0,0.9688946833972697,0.3442300243007873,1.5044357011626264,1520.0382664190345,0.0,
212.0,0.37225547748771703,1.4900503239951262,0.0,0.00020087698740762675,0.0,0.9685984422867675,0.34424652645999615,1.5044522033218353,1520.054939722823,0.0,
214.0,0.3719194561552283,1.4901503009705221,0.0,0.00020087745684458193,0.0,0.9683022011762653,0.34426303227540517,1.5044687091372444,1520.0716167207306,0.0,
216.0,0.37159687567603916,1.490246258871507,0.0,0.00020087790750405893,0.0,0.9680059600657631,0.3442795417492518,1.504485218611091,1520.0882974150177,0.0,
218.0,0.37128719841601754,1.4903383592648725,0.0,0.00020087834013715684,0.0,0.9677097189552609,0.3442960548837756,1.5045017317456149,1520.1049818079466,0.0,
220.0,0.3709899082463968,1.4904267572224246,0.0,0.00020087875546493083,0.0,0.9674134778447587,0.34431257168121826,1.5045182485430575,1520.1216699017828,0.0,
222.0,0.37070450968356095,1.4905116015820832,0.0,0.00020087915417959387,0.0,0.9671172367342565,0.34432909214382335,1.5045347690056625,1520.138361698793,0.0,
224.0,0.3704305270632385,1.4905930351984835,0.0,0.00020087953694567038,0.0,0.9668209956237543,0.34434561627383653,1.5045512931356757,1520.1550572012459,0.0,
226.0,0.3701675037477289,1.4906711951835045,0.0,0.00020087990440110384,0.0,0.9665247545132521,0.3443621440735057,1.5045678209353448,1520.1717564114133,0.0,
228.0,0.3699150013648397,1.4907462131371276,0.0,0.00020088025715831994,0.0,0.96622851340275,0.34437867554508067,1.5045843524069198,1520.1884593315679,0.0,
230.0,0.3696725990772661,1.490818215369015,0.0,0.0002008805958052474,0.0,0.9659322722922478,0.34439521069081336,1.5046008875526524,1520.2051659639849,0.0,
232.0,0.3694398928811954,1.4908873231111806,0.0,0.00020088092090629777,0.0,0.9656360311817456,0.3444117495129578,1.504617426374797,1520.2218763109418,0.0,
234.0,0.36921649493296754,1.490953652722111,0.0,0.0002008812330033061,0.0,0.9653397900712434,0.34442829201377,1.5046339688756092,1520.2385903747186,0.0,
236.0,0.3690020329026688,1.491017315882682,0.0,0.00020088153261643411,0.0,0.9650435489607412,0.34444483819550814,1.5046505150573473,1520.255308157596,0.0,
238.0,0.368796149353582,1.4910784197841982,0.0,0.00020088182024503702,0.0,0.964747307850239,0.34446138806043247,1.5046670649222718,1520.2720296618581,0.0,
240.0,0.3685985011464587,1.4911370673088735,0.0,0.0002008820963684958,0.0,0.9644510667397368,0.34447794161080536,1.5046836184726444,1520.2887548897904,0.0,
242.0,0.3684087588676203,1.491193357203057,0.0,0.00020088236144701624,0.0,0.9641548256292346,0.344494498848891,1.5047001757107301,1520.3054838436813,0.0,
244.0,0.3682266062799355,1.491247384243494,0.0,0.00020088261592239584,0.0,0.9638585845187324,0.34451105977695606,1.5047167366387952,1520.3222165258205,0.0,
246.0,0.368051739795758,1.4912992393969053,0.0,0.00020088286021876026,0.0,0.9635623434082302,0.34452762439726903,1.5047333012591082,1520.3389529385001,0.0,
248.0,0.36788386797094763,1.4913490099731497,0.0,0.0002008830947432701,0.0,0.963266102297728,0.34454419271210057,1.5047498695739396,1520.3556930840139,0.0,
250.0,0.3677227110191297,1.491396779772229,0.0,0.00020088331988679954,0.0,0.9629698611872258,0.3445607647237235,1.5047664415855626,1520.3724369646588,0.0,
252.0,0.36756800034538445,1.4914426292253853,0.0,0.00020088353602458782,0.0,0.9626736200767236,0.3445773404344126,1.5047830172962517,1520.3891845827336,0.0,
254.0,0.36741947809858905,1.4914866355305247,0.0,0.00020088374351686457,0.0,0.9623773789662214,0.34459391984644494,1.5047995967082841,1520.4059359405378,0.0,
256.0,0.36727689674166547,1.4915288727821976,0.0,0.00020088394270945025,0.0,0.9620811378557192,0.3446105029620995,1.5048161798239386,1520.4226910403747,0.0,
258.0,0.3671400186390188,1.4915694120963532,0.0,0.0002008841339343325,0.0,0.961784896745217,0.3446270897836574,1.5048327666454966,1520.4394498845495,0.0,
260.0,0.367008615660478,1.4916083217300797,0.0,0.00020088431751021947,0.0,0.9614886556347149,0.3446436803134021,1.5048493571752413,1520.4562124753681,0.0,
262.0,0.36688246880107883,1.4916456671965306,0.0,0.00020088449374307095,0.0,0.9611924145242127,0.34466027455361875,1.5048659514154579,1520.4729788151408,0.0,
264.0,0.3667613678160556,1.49168151137523,0.0,0.00020088466292660838,0.0,0.9608961734137105,0.344676872506595,1.5048825493684341,1520.489748906178,0.0,
266.0,0.36664511087043333,1.4917159146179457,0.0,0.0002008848253428043,0.0,0.9605999323032083,0.34469347417462043,1.5048991510364595,1520.5065227507932,0.0,
268.0,0.366533504202636,1.4917489348503044,0.0,0.00020088498126235238,0.0,0.9603036911927061,0.3447100795599868,1.5049157564218258,1520.5233003513022,0.0,
270.0,0.36642636180155047,1.4917806276693222,0.0,0.00020088513094511853,0.0,0.9600074500822039,0.3447266886649879,1.504932365526827,1520.5400817100224,0.0,
272.0,0.3663235050965084,1.4918110464370153,0.0,0.00020088527464057405,0.0,0.9597112089717017,0.3447433014919198,1.5049489783537588,1520.5568668292738,0.0,
274.0,0.366224762659668,1.4918402423702473,0.0,0.00020088541258821136,0.0,0.9594149678611995,0.3447599180430805,1.5049655949049197,1520.5736557113778,0.0,
276.0,0.3661299699203013,1.4918682646269634,0.0,0.00020088554501794317,0.0,0.9591187267506973,0.34477653832077026,1.5049822151826093,1520.5904483586592,0.0,
278.0,0.3660389688905092,1.4918951603889594,0.0,0.0002008856721504857,0.0,0.9588224856401951,0.34479316232729157,1.5049988391891307,1520.6072447734439,0.0,
280.0,0.3659516079019088,1.4919209749413231,0.0,0.00020088579419772653,0.0,0.9585262445296929,0.34480979006494883,1.505015466926788,1520.6240449580598,0.0,
282.0,0.3658677413528524,1.491945751748682,0.0,0.00020088591136307774,0.0,0.9582300034191907,0.34482642153604864,1.5050320983978878,1520.640848914839,0.0,
284.0,0.36578722946575826,1.491969532528385,0.0,0.0002008860238418149,0.0,0.9579337623086885,0.34484305674289983,1.505048733604739,1520.6576566461124,0.0,
286.0,0.36570993805414787,1.4919923573207439,0.0,0.00020088613182140256,0.0,0.9576375211981863,0.3448596956878134,1.5050653725496526,1520.674468154216,0.0,
288.0,0.3656357382990019,1.49201426455645,0.0,0.00020088623548180672,0.0,0.9573412800876842,0.3448763383731022,1.5050820152349413,1520.6912834414866,0.0,
290.0,0.3655645065340618,1.4920352911212806,0.0,0.00020088633499579472,0.0,0.957045038977182,0.34489298480108166,1.505098661662921,1520.7081025102634,0.0,
292.0,0.3654961240397193,1.4920554724182051,0.0,0.0002008864305292232,0.0,0.9567487978666798,0.344909634974069,1.5051153118359082,1520.7249253628877,0.0,
294.0,0.3654304768451505,1.4920748424269934,0.0,0.00020088652224131454,0.0,0.9564525567561776,0.34492628889438387,1.505131965756223,1520.7417520017027,0.0,
296.0,0.36536745553836447,1.4920934337614282,0.0,0.0002008866102849222,0.0,0.9561563156456754,0.3449429465643478,1.505148623426187,1520.758582429055,0.0,
298.0,0.36530695508384986,1.4921112777242187,0.0,0.0002008866948067856,0.0,0.9558600745351732,0.3449596079862847,1.5051652848481238,1520.775416647292,0.0,
300.0,0.3652488746475158,1.4921284043597052,0.0,0.00020088677594777443,0.0,0.955563833424671,0.34497627316252055,1.5051819500243597,1520.7922546587643,0.0,
302.0,0.36519311742863514,1.492144842504445,0.0,0.00020088685384312373,0.0,0.9552675923141688,0.34499294209538356,1.5051986189572226,1520.8090964658234,0.0,
304.0,0.3651395904985097,1.4921606198357664,0.0,0.00020088692862265905,0.0,0.9549713512036666,0.34500961478720393,1.505215291649043,1520.8259420708246,0.0,
306.0,0.3650882046455893,1.4921757629183685,0.0,0.00020088700041101296,0.0,0.9546751100931644,0.34502629124031425,1.5052319681021535,1520.8427914761241,0.0,
308.0,0.36503887422678566,1.4921902972490502,0.0,0.0002008870693278327,0.0,0.9543788689826622,0.3450429714570491,1.5052486483188883,1520.8596446840806,0.0,
310.0,0.3649915170247342,1.4922042472996384,0.0,0.00020088713548797963,0.0,0.95408262787216,0.3450596554397453,1.5052653323015845,1520.8765016970556,0.0,
312.0,0.3649460541107648,1.492217636558193,0.0,0.00020088719900172072,0.0,0.9537863867616578,0.34507634319074204,1.5052820200525812,1520.8933625174122,0.0,
314.0,0.3649024097133542,1.4922304875685537,0.0,0.00020088725997491214,0.0,0.9534901456511556,0.34509303471238034,1.5052987115742196,1520.9102271475158,0.0,
316.0,0.36486051109184,1.492242821968298,0.0,0.00020088731850917592,0.0,0.9531939045406534,0.3451097300070036,1.5053154068688428,1520.9270955897348,0.0,
318.0,0.3648202884151863,1.4922546605251723,0.0,0.00020088737470206914,0.0,0.9528976634301513,0.34512642907695745,1.5053321059387967,1520.9439678464378,0.0,
320.0,0.36478167464559885,1.4922660231720604,0.0,0.00020088742864724665,0.0,0.9526014223196491,0.3451431319245896,1.5053488087864288,1520.9608439199978,0.0,
322.0,0.3647446054267949,1.4922769290405435,0.0,0.00020088748043461705,0.0,0.9523051812091469,0.3451598385522501,1.5053655154140893,1520.9777238127888,0.0,
324.0,0.36470901897674307,1.4922873964931136,0.0,0.00020088753015049261,0.0,0.9520089400986447,0.3451765489622908,1.5053822258241298,1520.994607527187,0.0,
326.0,0.3646748559846933,1.4922974431540905,0.0,0.00020088757787773318,0.0,0.9517126989881425,0.3451932631570662,1.5053989400189054,1521.0114950655723,0.0,
328.0,0.36464205951232553,1.4923070859392962,0.0,0.0002008876236958841,0.0,0.9514164578776403,0.3452099811389329,1.505415658000772,1521.0283864303244,0.0,
330.0,0.36461057489885246,1.4923163410845364,0.0,0.000200887667681309,0.0,0.9511202167671381,0.34522670291024954,1.5054323797720888,1521.0452816238273,0.0,
332.0,0.3645803496699183,1.4923252241729381,0.0,0.0002008877099073169,0.0,0.9508239756566359,0.3452434284733771,1.5054491053352164,1521.0621806484662,0.0,
334.0,0.36455133345014157,1.492333750161186,0.0,0.00020088775044428448,0.0,0.9505277345461337,0.3452601578306786,1.5054658346925178,1521.0790835066284,0.0,
336.0,0.36452347787915584,1.4923419334047063,0.0,0.00020088778935977336,0.0,0.9502314934356315,0.3452768909845195,1.5054825678463588,1521.095990200704,0.0,
338.0,0.36449673653100956,1.4923497876818372,0.0,0.0002008878267186427,0.0,0.9499352523251293,0.34529362793726737,1.5054993047991065,1521.112900733085,0.0,
340.0,0.36447106483678915,1.4923573262170273,0.0,0.00020088786258315726,0.0,0.9496390112146271,0.34531036869129195,1.5055160455531311,1521.129815106166,0.0,
342.0,0.36444642001033756,1.4923645617031027,0.0,0.00020088789701309124,0.0,0.9493427701041249,0.3453271132489653,1.5055327901108044,1521.146733322344,0.0,
