run_id,current_density_mA_cm2,potential_V_vs_SHE,pH_bulk,temperature_C,bath_fe_M,bath_ni_M,carbon_loading_g_L,fe_wt_percent_predicted,ni_wt_percent_predicted,current_efficiency_percent_predicted,carbon_wt_percent_predicted,surface_blocking_factor,is_anomalous_predicted,mechanism_fe_ni,notes
SYNTHETIC-PHASE3-intermediate_adsorption-001,130.83333333333334,-0.994,3.5,60.0,0.6,0.4,2.5,34.73,65.27,78.7,0.03,0.993,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,142.91666666666669,-1.005,3.5,60.0,0.6,0.4,2.5,38.44,61.56,76.6,0.03,0.993,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,155.0,-1.015,3.5,60.0,0.6,0.4,2.5,41.65,58.35,74.7,0.03,0.992,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,167.08333333333334,-1.023,3.5,60.0,0.6,0.4,2.5,44.44,55.56,72.9,0.03,0.992,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,179.16666666666669,-1.031,3.5,60.0,0.6,0.4,2.5,46.88,53.12,71.2,0.04,0.992,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,191.25,-1.038,3.5,60.0,0.6,0.4,2.5,49.02,50.98,69.6,0.04,0.992,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,203.33333333333334,-1.045,3.5,60.0,0.6,0.4,2.5,50.9,49.1,68.0,0.04,0.992,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,215.41666666666669,-1.051,3.5,60.0,0.6,0.4,2.5,52.56,47.44,66.5,0.04,0.992,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,227.5,-1.057,3.5,60.0,0.6,0.4,2.5,54.04,45.96,65.1,0.04,0.992,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,239.58333333333334,-1.063,3.5,60.0,0.6,0.4,2.5,55.35,44.65,63.7,0.05,0.991,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,251.66666666666669,-1.068,3.5,60.0,0.6,0.4,2.5,56.52,43.48,62.3,0.05,0.991,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,263.75,-1.073,3.5,60.0,0.6,0.4,2.5,57.56,42.44,60.9,0.05,0.991,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,275.83333333333337,-1.078,3.5,60.0,0.6,0.4,2.5,58.5,41.5,59.6,0.05,0.991,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,287.9166666666667,-1.082,3.5,60.0,0.6,0.4,2.5,59.34,40.66,58.3,0.05,0.991,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
SYNTHETIC-PHASE3-intermediate_adsorption-001,300.0,-1.087,3.5,60.0,0.6,0.4,2.5,60.1,39.9,57.0,0.06,0.991,False,intermediate_adsorption,Synthetic Phase III screening; mechanism=intermediate_adsorption. Not wet-lab data. Verify by SEM-EDS and combustion analysis.
